DateTime,Country,Demand_MW,Demand_Index,Extreme,Ramp_MW,Ramp_Index,Hour
2025-01-01 00:00:00,Croatia,8649.236106035718,100.45857804853966,False,,,0
2025-01-01 01:00:00,Croatia,8230.31882233496,95.59296516381713,False,-418.91728370075725,-4.8656128847225375,1
2025-01-01 02:00:00,Croatia,7980.859344917319,92.69555965021111,False,-249.45947741764212,-2.8974055136060173,2
2025-01-01 03:00:00,Croatia,8502.511037901511,98.75440538772496,False,521.6516929841928,6.058845737513849,3
2025-01-01 04:00:00,Croatia,8097.501064010542,94.05032220930757,False,-405.0099738909694,-4.704083178417392,4
2025-01-01 05:00:00,Croatia,8272.950486572337,96.08812061068267,False,175.44942256179547,2.037798401375099,5
2025-01-01 06:00:00,Croatia,8252.576837920475,95.8514860977459,False,-20.373648651862823,-0.2366345129367602,6
2025-01-01 07:00:00,Croatia,8800.988844937407,102.22114576875678,False,548.412007016932,6.369659671010879,7
2025-01-01 08:00:00,Croatia,8579.003058738825,99.64283987502186,False,-221.985786198582,-2.578305893734921,8
2025-01-01 09:00:00,Croatia,8759.306342699163,101.73701458618483,False,180.30328396033838,2.094174711162964,9
2025-01-01 10:00:00,Croatia,9090.75643060509,105.58671924413228,False,331.4500879059269,3.8497046579474556,10
2025-01-01 11:00:00,Croatia,9070.581282085488,105.35239025746223,False,-20.175148519601862,-0.2343289866700502,11
2025-01-01 12:00:00,Croatia,9022.143088865405,104.78979352007703,False,-48.43819322008312,-0.5625967373852063,12
2025-01-01 13:00:00,Croatia,9305.041107616027,108.07557880192458,True,282.8980187506222,3.285785281847552,13
2025-01-01 14:00:00,Croatia,9607.69664588559,111.59084242062247,True,302.6555382695624,3.5152636186978867,14
2025-01-01 15:00:00,Croatia,9146.445002904418,106.23352720707364,False,-461.25164298117124,-5.35731521354883,15
2025-01-01 16:00:00,Croatia,9056.364719466732,105.18726866199304,False,-90.08028343768638,-1.0462585450805904,16
2025-01-01 17:00:00,Croatia,8987.67880731709,104.38950005191836,False,-68.68591214964181,-0.7977686100746837,17
2025-01-01 18:00:00,Croatia,9112.085900166303,105.83445536283457,False,124.40709284921286,1.4449553109162139,18
2025-01-01 19:00:00,Croatia,8609.569975544677,99.99786648777685,False,-502.51592462162625,-5.836588875057728,19
2025-01-01 20:00:00,Croatia,8544.336488057668,99.24019687236202,False,-65.23348748700846,-0.7576696154148266,20
2025-01-01 21:00:00,Croatia,8163.101887623411,94.8122583361712,False,-381.2346004342571,-4.427938536190823,21
2025-01-01 22:00:00,Croatia,8113.2264274720055,94.23296812546342,False,-49.875460151405605,-0.5792902107077822,22
2025-01-01 23:00:00,Croatia,8142.886608867132,94.57746324747042,False,29.66018139512653,0.34449512200700383,23
2025-01-02 00:00:00,Croatia,8155.799899295696,94.72744768291392,False,12.913290428564324,0.14998443544349982,0
2025-01-02 01:00:00,Croatia,8470.853752009489,98.38671442789911,False,315.05385271379237,3.659266744985189,1
2025-01-02 02:00:00,Croatia,8207.198560985045,95.32442947455525,False,-263.6551910244434,-3.0622849533438625,2
2025-01-02 03:00:00,Croatia,7934.621384817507,92.15851803560531,False,-272.5771761675387,-3.1659114389499337,3
2025-01-02 04:00:00,Croatia,8021.391201034958,93.16632638398134,False,86.76981621745108,1.007808348376031,4
2025-01-02 05:00:00,Croatia,8521.396346052858,98.97375322141039,False,500.00514501789985,5.807426837429048,5
2025-01-02 06:00:00,Croatia,8575.322069725838,99.60008616619447,False,53.925723672980894,0.6263329447840817,6
2025-01-02 07:00:00,Croatia,8476.22045949358,98.449047308635,False,-99.10161023225919,-1.1510388575594703,7
2025-01-02 08:00:00,Croatia,8511.494706892234,98.8587483148231,False,35.27424739865455,0.4097010061881008,8
2025-01-02 09:00:00,Croatia,8954.396089692189,104.0029301346218,False,442.9013827999552,5.144181819798703,9
2025-01-02 10:00:00,Croatia,8651.334574655062,100.482951203694,False,-303.0615150371268,-3.519978930927806,10
2025-01-02 11:00:00,Croatia,9031.959470204778,104.90380817973552,False,380.6248955497158,4.42085697604152,11
2025-01-02 12:00:00,Croatia,9487.544500070886,110.19530718837198,True,455.585029866108,5.291499008636464,12
2025-01-02 13:00:00,Croatia,9124.034049594826,105.97322994213681,False,-363.5104504760602,-4.222077246235173,13
2025-01-02 14:00:00,Croatia,8944.87810414768,103.89238126279477,False,-179.15594544714622,-2.08084867934204,14
2025-01-02 15:00:00,Croatia,9165.036653678842,106.44946428839232,False,220.15854953116286,2.5570830255975494,15
2025-01-02 16:00:00,Croatia,8939.01095808915,103.82423592105393,False,-226.025695589693,-2.6252283673383943,16
2025-01-02 17:00:00,Croatia,8674.73022184259,100.75468542625086,False,-264.2807362465592,-3.0695504948030674,17
2025-01-02 18:00:00,Croatia,8990.207205374421,104.41886672320196,False,315.47698353183114,3.6641812969510994,18
2025-01-02 19:00:00,Croatia,8952.976402661205,103.9864408471682,False,-37.23080271321669,-0.43242587603376137,19
2025-01-02 20:00:00,Croatia,8537.818665585486,99.1644940970532,False,-415.1577370757186,-4.8219467501150035,20
2025-01-02 21:00:00,Croatia,8395.143342629484,97.50735814989433,False,-142.67532295600176,-1.6571359471588636,21
2025-01-02 22:00:00,Croatia,8157.686921775634,94.74936494737013,False,-237.45642085385043,-2.7579932025242044,22
2025-01-02 23:00:00,Croatia,8216.459489313213,95.43199269515085,False,58.77256753757865,0.6826277477807281,23
2025-01-03 00:00:00,Croatia,8054.513621523142,93.55103449264853,False,-161.94586779007022,-1.8809582025023275,0
2025-01-03 01:00:00,Croatia,7914.830549514814,91.92865274478339,False,-139.68307200832805,-1.6223817478651341,1
2025-01-03 02:00:00,Croatia,8478.433766079921,98.47475427624734,False,563.6032165651068,6.546101531463947,2
